Tipo Titulo;Vencimento do Titulo;Mes Estoque;PU;Quantidade;Valor Estoque
Tesouro IPCA+;15/08/2024;01/08/2018; R$ 2.243,05 ;3.542.653; R$ 7.946.346.194,72 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/08/2018; R$ 3.190,56 ;402.946; R$ 1.285.624.899,48 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/08/2018; R$ 3.085,34 ;49.059; R$ 151.363.866,89 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/08/2018; R$ 3.209,65 ;476.990; R$ 1.530.968.007,41 
Tesouro Prefixado;01/01/2020;01/09/2018; R$ 896,65 ;728.576; R$ 653.274.621,55 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/01/2019; R$ 980,78 ;104.363; R$ 102.357.641,62 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/01/2019; R$ 986,90 ;158.850; R$ 156.770.049,77 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/12/2018; R$ 1.026,97 ;161.631; R$ 165.991.000,26 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/12/2018; R$ 1.020,14 ;106.744; R$ 108.893.671,76 
Tesouro Prefixado;01/01/2021;01/12/2018; R$ 796,38 ;1.598.263; R$ 1.272.831.354,32 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/09/2018; R$ 961,03 ;485.224; R$ 466.316.642,14 
Tesouro Prefixado;01/01/2023;01/12/2018; R$ 655,75 ;3.895.409; R$ 2.554.414.450,71 
Tesouro Prefixado;01/01/2020;01/12/2018; R$ 915,78 ;694.727; R$ 636.219.632,16 
Tesouro Prefixado;01/01/2021;01/01/2019; R$ 809,74 ;1.754.821; R$ 1.420.949.645,91 
Tesouro Selic;01/03/2023;01/11/2018; R$ 9.821,69 ;1.002.202; R$ 9.843.318.886,77 
Tesouro Selic;01/03/2021;01/11/2018; R$ 9.826,04 ;430.749; R$ 4.232.557.589,33 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/09/2018; R$ 3.774,36 ;5.893; R$ 22.243.774,32 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/09/2018; R$ 4.835,38 ;8.376; R$ 40.501.659,26 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/10/2018; R$ 4.914,16 ;8.370; R$ 41.131.021,58 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/10/2018; R$ 3.718,62 ;5.893; R$ 21.915.267,73 
Tesouro Selic;18/01/2006;01/08/2005; R$ 2.427,36 ;13.387; R$ 32.496.059,50 
Tesouro IPCA+ com Juros Semestrais;15/08/2006;01/08/2003; R$ 1.399,12 ;26; R$ 36.377,16 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/08/2003; R$ 1.106,04 ;1.160; R$ 1.283.006,80 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/08/2003; R$ 1.067,49 ;3.117; R$ 3.327.156,76 
Tesouro Prefixado;04/01/2005;01/08/2003; R$ 781,37 ;1.133; R$ 885.452,24 
Tesouro Prefixado;01/10/2004;01/08/2003; R$ 811,09 ;9.284; R$ 7.530.121,03 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/08/2003; R$ 1.797,85 ;7.188; R$ 12.922.931,34 
Tesouro Prefixado;01/10/2003;01/08/2003; R$ 979,53 ;12.528; R$ 12.271.585,85 
Tesouro Prefixado;01/07/2004;01/08/2003; R$ 840,31 ;13.576; R$ 11.407.932,05 
Tesouro Prefixado;01/04/2004;01/08/2003; R$ 890,89 ;7.008; R$ 6.243.379,46 
Tesouro Prefixado;07/01/2004;01/08/2003; R$ 926,31 ;22.956; R$ 21.264.290,83 
Tesouro Prefixado;01/01/2026;01/04/2022; R$ 758,73 ;3.946.703; R$ 2.994.479.363,49 
Tesouro IPCA+ com Juros Semestrais;15/05/2055;01/04/2022; R$ 5.003,12 ;342.678; R$ 1.714.458.312,70 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/04/2022; R$ 4.127,83 ;472.967; R$ 1.952.326.444,32 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/04/2022; R$ 987,68 ;255.519; R$ 252.372.160,38 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/10/2021; R$ 4.159,87 ;341.491; R$ 1.420.558.203,52 
Tesouro IPCA+;15/08/2024;01/10/2021; R$ 3.214,48 ;3.692.895; R$ 11.870.742.751,93 
Tesouro IPCA+;15/05/2035;01/11/2021; R$ 1.892,60 ;5.311.887; R$ 10.053.252.443,04 
Tesouro Prefixado com Juros Semestrais;01/01/2031;01/12/2021; R$ 1.130,05 ;1.380.289; R$ 1.559.800.358,24 
Tesouro IPCA+;15/08/2026;01/12/2021; R$ 3.181,02 ;2.943.219; R$ 9.362.439.354,65 
Tesouro Prefixado;01/01/2026;01/12/2021; R$ 743,08 ;4.193.213; R$ 3.115.874.854,80 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/01/2022; R$ 4.021,51 ;415.345; R$ 1.670.313.884,33 
Tesouro IPCA+;15/05/2035;01/01/2022; R$ 1.937,15 ;5.401.713; R$ 10.463.947.905,00 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/01/2022; R$ 3.725,70 ;36.352; R$ 135.436.750,50 
Tesouro IPCA+ com Juros Semestrais;15/08/2030;01/01/2022; R$ 4.410,91 ;470.684; R$ 2.076.146.369,70 
Tesouro IPCA+ com Juros Semestrais;15/08/2040;01/01/2022; R$ 4.706,28 ;169.624; R$ 798.297.397,18 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/02/2022; R$ 970,67 ;262.461; R$ 254.763.864,13 
Tesouro Prefixado;01/01/2023;01/02/2022; R$ 923,45 ;2.917.626; R$ 2.694.273.339,79 
Tesouro IPCA+ com Juros Semestrais;15/08/2032;01/03/2022; R$ 3.999,56 ;42.178; R$ 168.694.272,92 
Tesouro IPCA+;15/08/2024;01/03/2022; R$ 3.438,97 ;3.522.231; R$ 12.112.830.680,37 
Tesouro Prefixado com Juros Semestrais;01/01/2011;01/09/2009; R$ 980,06 ;34.784; R$ 34.090.539,06 
Tesouro Prefixado com Juros Semestrais;01/07/2010;01/09/2009; R$ 1.003,45 ;43.693; R$ 43.844.110,81 
Tesouro Prefixado com Juros Semestrais;01/01/2013;01/09/2009; R$ 910,61 ;22.481; R$ 20.471.714,32 
Tesouro Prefixado com Juros Semestrais;01/01/2014;01/09/2009; R$ 928,57 ;122.237; R$ 113.505.749,16 
Tesouro Prefixado com Juros Semestrais;01/01/2010;01/09/2009; R$ 1.015,18 ;46.338; R$ 47.041.262,54 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/09/2009; R$ 877,60 ;229.924; R$ 201.780.732,15 
Tesouro Prefixado com Juros Semestrais;01/01/2012;01/09/2009; R$ 950,32 ;47.820; R$ 45.444.149,15 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/09/2009; R$ 1.933,36 ;8.833; R$ 17.076.586,20 
Tesouro Prefixado;01/10/2009;01/09/2009; R$ 999,51 ;110.888; R$ 110.834.014,81 
Tesouro Prefixado;01/01/2010;01/09/2009; R$ 969,91 ;159.970; R$ 155.156.560,81 
Tesouro Prefixado;01/01/2011;01/09/2009; R$ 873,27 ;110.762; R$ 96.725.270,16 
Tesouro Prefixado;01/07/2010;01/09/2009; R$ 905,72 ;183.576; R$ 166.268.701,97 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/09/2009; R$ 1.867,23 ;8.548; R$ 15.961.852,30 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/09/2009; R$ 2.893,84 ;12.438; R$ 35.992.467,93 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/09/2009; R$ 2.143,00 ;13.766; R$ 29.501.359,14 
Tesouro Prefixado;01/01/2013;01/09/2010; R$ 772,37 ;471.525; R$ 364.191.696,28 
Tesouro Prefixado;01/01/2012;01/09/2010; R$ 872,57 ;380.677; R$ 332.168.138,27 
Tesouro Prefixado;01/07/2011;01/09/2010; R$ 922,75 ;40.003; R$ 36.913.213,79 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/09/2010; R$ 2.114,09 ;8.370; R$ 17.695.797,51 
Tesouro Prefixado;01/01/2011;01/09/2010; R$ 973,75 ;192.235; R$ 187.188.955,21 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/09/2010; R$ 2.034,99 ;8.247; R$ 16.782.138,56 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/09/2010; R$ 3.105,57 ;12.216; R$ 37.937.672,91 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/09/2010; R$ 2.361,99 ;12.925; R$ 30.529.143,32 
Tesouro Selic;07/03/2015;01/08/2010; R$ 4.346,99 ;11.040; R$ 47.989.852,96 
Tesouro Selic;07/03/2013;01/08/2010; R$ 4.347,48 ;27.229; R$ 118.375.813,87 
Tesouro Selic;16/03/2011;01/08/2010; R$ 4.348,68 ;7.326; R$ 31.858.459,98 
Tesouro Selic;07/03/2014;01/08/2010; R$ 4.348,84 ;28.850; R$ 125.462.243,14 
Tesouro Selic;07/03/2012;01/08/2010; R$ 4.348,75 ;63.622; R$ 276.677.159,04 
Tesouro IPCA+;15/05/2035;01/08/2010; R$ 439,86 ;80.119; R$ 35.240.960,24 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/08/2010; R$ 1.867,00 ;21.124; R$ 39.439.169,06 
Tesouro IPCA+ com Juros Semestrais;15/05/2013;01/08/2010; R$ 1.845,58 ;13.990; R$ 25.819.262,75 
Tesouro IPCA+ com Juros Semestrais;15/08/2012;01/08/2010; R$ 1.899,15 ;165.544; R$ 314.393.397,03 
Tesouro IPCA+ com Juros Semestrais;15/05/2017;01/08/2010; R$ 1.756,67 ;16.925; R$ 29.730.876,69 
Tesouro IPCA+ com Juros Semestrais;15/05/2011;01/08/2010; R$ 1.926,69 ;71.171; R$ 137.123.394,03 
Tesouro IPCA+;15/05/2015;01/08/2010; R$ 1.374,23 ;456.525; R$ 627.370.937,61 
Tesouro IPCA+;15/08/2024;01/08/2010; R$ 743,33 ;265.650; R$ 197.465.338,20 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/08/2010; R$ 1.803,17 ;18.348; R$ 33.084.620,58 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/08/2010; R$ 1.877,79 ;121.194; R$ 227.577.040,26 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/08/2010; R$ 1.696,58 ;30.291; R$ 51.390.421,95 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/08/2010; R$ 1.686,63 ;41.936; R$ 70.731.026,16 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/08/2010; R$ 882,64 ;57.484; R$ 50.737.280,31 
Tesouro Prefixado com Juros Semestrais;01/01/2011;01/08/2010; R$ 1.002,91 ;31.228; R$ 31.318.847,44 
Tesouro Prefixado com Juros Semestrais;01/01/2013;01/08/2010; R$ 929,04 ;19.118; R$ 17.761.259,91 
Tesouro Prefixado com Juros Semestrais;01/01/2014;01/08/2010; R$ 939,63 ;153.430; R$ 144.166.863,62 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/08/2010; R$ 886,76 ;300.235; R$ 266.237.746,94 
Tesouro Prefixado com Juros Semestrais;01/01/2012;01/08/2010; R$ 969,17 ;43.250; R$ 41.916.415,22 
Tesouro IPCA+ com Juros Semestrais;15/08/2012;01/02/2011; R$ 1.984,45 ;176.655; R$ 350.563.472,29 
Tesouro IPCA+ com Juros Semestrais;15/05/2011;01/02/2011; R$ 2.027,48 ;67.166; R$ 136.178.182,04 
Tesouro IPCA+ com Juros Semestrais;15/05/2013;01/02/2011; R$ 1.938,16 ;13.555; R$ 26.272.590,47 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/03/2011; R$ 2.251,83 ;8.267; R$ 18.614.981,03 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/03/2011; R$ 3.275,34 ;11.992; R$ 39.278.492,27 
Tesouro IPCA+ com Juros Semestrais;15/05/2017;01/02/2011; R$ 1.865,37 ;20.255; R$ 37.783.105,18 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/02/2011; R$ 1.964,47 ;32.455; R$ 63.757.748,10 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/02/2011; R$ 1.978,09 ;179.848; R$ 355.755.601,64 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/03/2011; R$ 2.163,80 ;8.126; R$ 17.582.642,11 
Tesouro Prefixado;01/07/2011;01/04/2011; R$ 981,81 ;57.159; R$ 56.119.068,93 
Tesouro Prefixado;01/01/2012;01/04/2011; R$ 927,85 ;520.896; R$ 483.314.811,16 
Tesouro Prefixado;01/01/2013;01/04/2011; R$ 823,74 ;777.834; R$ 640.731.394,91 
Tesouro Prefixado;01/01/2014;01/04/2011; R$ 724,14 ;157.842; R$ 114.299.428,60 
Tesouro Prefixado;01/01/2015;01/04/2011; R$ 640,27 ;150.699; R$ 96.488.923,56 
Tesouro Selic;07/03/2017;01/04/2011; R$ 4.655,73 ;6.666; R$ 31.036.000,76 
Tesouro Selic;07/03/2015;01/04/2011; R$ 4.655,93 ;39.446; R$ 183.658.665,68 
Tesouro IPCA+;15/05/2015;01/04/2011; R$ 1.540,50 ;654.850; R$ 1.008.797.239,73 
Tesouro IPCA+ com Juros Semestrais;15/08/2012;01/04/2011; R$ 2.038,33 ;174.326; R$ 355.333.972,45 
Tesouro IPCA+;15/08/2024;01/04/2011; R$ 839,19 ;332.743; R$ 279.234.710,08 
Tesouro IPCA+ com Juros Semestrais;15/05/2011;01/04/2011; R$ 2.088,60 ;65.934; R$ 137.709.060,80 
Tesouro IPCA+ com Juros Semestrais;15/05/2013;01/04/2011; R$ 1.996,11 ;13.257; R$ 26.462.072,59 
Tesouro IPCA+ com Juros Semestrais;15/05/2017;01/04/2011; R$ 1.935,89 ;23.606; R$ 45.699.102,98 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/04/2011; R$ 2.014,89 ;39.928; R$ 80.450.591,32 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/04/2011; R$ 2.034,72 ;215.263; R$ 437.999.248,83 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/04/2011; R$ 1.859,61 ;38.427; R$ 71.458.622,24 
Tesouro Prefixado;01/01/2012;01/03/2011; R$ 919,84 ;510.120; R$ 469.229.155,34 
Tesouro Prefixado;01/07/2011;01/03/2011; R$ 973,47 ;57.854; R$ 56.319.371,17 
Tesouro Prefixado;01/01/2013;01/03/2011; R$ 816,33 ;767.479; R$ 626.517.272,74 
Tesouro Prefixado;01/01/2014;01/03/2011; R$ 717,65 ;132.449; R$ 95.051.795,05 
Tesouro Prefixado;01/01/2015;01/03/2011; R$ 635,65 ;93.701; R$ 59.561.441,69 
Tesouro IPCA+;15/05/2035;01/03/2011; R$ 500,66 ;156.483; R$ 78.344.496,42 
Tesouro IPCA+;15/05/2015;01/03/2011; R$ 1.518,82 ;621.682; R$ 944.223.384,56 
Tesouro IPCA+;15/08/2024;01/03/2011; R$ 826,47 ;322.234; R$ 266.316.339,88 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/02/2011; R$ 1.797,99 ;35.318; R$ 63.500.643,45 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/02/2011; R$ 1.920,60 ;24.378; R$ 46.820.321,94 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/02/2011; R$ 1.799,66 ;47.151; R$ 84.855.747,11 
Tesouro Prefixado com Juros Semestrais;01/01/2013;01/02/2011; R$ 944,87 ;17.698; R$ 16.721.917,82 
Tesouro Prefixado com Juros Semestrais;01/01/2012;01/02/2011; R$ 985,18 ;40.814; R$ 40.208.943,22 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/02/2011; R$ 890,19 ;111.538; R$ 99.290.179,49 
Tesouro Prefixado com Juros Semestrais;01/01/2014;01/02/2011; R$ 948,67 ;146.122; R$ 138.622.328,29 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/02/2011; R$ 895,73 ;309.446; R$ 277.180.736,99 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/12/2014; R$ 915,82 ;144.312; R$ 132.163.821,45 
Tesouro Selic;07/03/2017;01/10/2014; R$ 6.425,91 ;224.466; R$ 1.442.399.309,77 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/11/2014; R$ 906,90 ;136.748; R$ 124.016.570,57 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/11/2014; R$ 2.925,80 ;6.744; R$ 19.731.241,13 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/11/2014; R$ 2.683,89 ;7.108; R$ 19.075.728,49 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/11/2014; R$ 3.931,03 ;10.351; R$ 40.691.695,88 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/10/2014; R$ 2.735,48 ;112.549; R$ 307.874.673,32 
Tesouro IPCA+;15/05/2035;01/10/2014; R$ 858,21 ;1.546.355; R$ 1.327.104.027,75 
Tesouro IPCA+ com Juros Semestrais;15/05/2017;01/10/2014; R$ 2.556,31 ;71.930; R$ 183.876.217,29 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/10/2014; R$ 2.602,15 ;395.409; R$ 1.028.916.017,07 
Tesouro IPCA+;15/05/2015;01/10/2014; R$ 2.400,20 ;824.137; R$ 1.978.095.548,42 
Tesouro IPCA+;15/08/2024;01/10/2014; R$ 1.438,63 ;1.089.473; R$ 1.567.346.855,83 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/10/2014; R$ 2.542,12 ;270.307; R$ 687.152.582,93 
Tesouro Prefixado;01/01/2015;01/11/2014; R$ 990,84 ;523.073; R$ 518.280.874,58 
Tesouro Selic;07/03/2015;01/11/2014; R$ 6.477,69 ;45.071; R$ 291.957.216,97 
Tesouro Selic;07/03/2017;01/11/2014; R$ 6.482,21 ;235.702; R$ 1.527.866.521,90 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/10/2014; R$ 983,52 ;260.827; R$ 256.529.828,34 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/10/2014; R$ 2.691,72 ;170.150; R$ 457.995.977,90 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/10/2014; R$ 2.443,62 ;55.403; R$ 135.384.585,59 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/12/2014; R$ 2.768,86 ;121.000; R$ 335.030.494,41 
Tesouro IPCA+;15/05/2035;01/12/2014; R$ 868,85 ;1.604.543; R$ 1.394.108.760,91 
Tesouro IPCA+ com Juros Semestrais;15/05/2017;01/12/2014; R$ 2.534,86 ;70.539; R$ 178.805.693,30 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/12/2014; R$ 2.650,20 ;408.378; R$ 1.082.286.474,95 
Tesouro IPCA+;15/05/2015;01/12/2014; R$ 2.451,38 ;812.626; R$ 1.992.057.359,05 
Tesouro IPCA+;15/08/2024;01/12/2014; R$ 1.467,27 ;1.103.017; R$ 1.618.423.058,51 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/12/2014; R$ 2.522,41 ;266.986; R$ 673.447.189,69 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/12/2014; R$ 2.496,44 ;54.385; R$ 135.768.109,92 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/12/2014; R$ 2.663,39 ;177.649; R$ 473.149.833,45 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/12/2014; R$ 2.442,34 ;64.211; R$ 156.824.060,70 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/12/2014; R$ 1.016,10 ;286.330; R$ 290.938.854,98 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/12/2014; R$ 982,45 ;182.789; R$ 179.579.966,54 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/11/2014; R$ 1.007,55 ;290.175; R$ 292.366.273,62 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/11/2014; R$ 973,44 ;184.452; R$ 179.552.505,99 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/12/2014; R$ 1.003,48 ;257.220; R$ 258.116.322,98 
Tesouro Selic;01/03/2025;01/12/2019; R$ 10.460,34 ;864.723; R$ 9.045.303.295,00 
Tesouro Selic;01/03/2021;01/08/2019; R$ 10.291,85 ;347.586; R$ 3.577.298.403,16 
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/09/2019; R$ 1.067,50 ;1.143.195; R$ 1.220.357.412,22 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/10/2019; R$ 3.442,52 ;638.411; R$ 2.197.741.025,94 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/10/2019; R$ 3.281,01 ;459.945; R$ 1.509.084.383,76 
Tesouro IPCA+;15/05/2035;01/10/2019; R$ 1.404,97 ;4.999.223; R$ 7.023.744.455,54 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/10/2019; R$ 3.227,29 ;37.471; R$ 120.929.073,74 
Tesouro IPCA+;15/08/2024;01/10/2019; R$ 2.531,99 ;4.872.474; R$ 12.337.034.521,81 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/10/2019; R$ 3.222,82 ;44.914; R$ 144.749.527,04 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/10/2019; R$ 3.520,85 ;440.485; R$ 1.550.882.278,41 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/10/2019; R$ 3.469,80 ;550.475; R$ 1.910.039.760,71 
Tesouro Prefixado;01/01/2025;01/07/2019; R$ 607,39 ;4.923.781; R$ 2.990.662.936,68 
Tesouro Selic;01/03/2025;01/09/2019; R$ 10.331,68 ;777.043; R$ 8.028.161.218,22 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/09/2019; R$ 965,04 ;389.439; R$ 375.825.251,22 
Tesouro Selic;01/03/2025;01/10/2019; R$ 10.381,46 ;802.196; R$ 8.327.964.764,45 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/11/2019; R$ 1.023,64 ;146.102; R$ 149.555.768,09 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/11/2019; R$ 1.024,83 ;96.824; R$ 99.227.855,06 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/09/2019; R$ 4.955,30 ;8.149; R$ 40.381.514,36 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/09/2019; R$ 3.985,71 ;5.271; R$ 21.007.075,78 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/09/2019; R$ 1.005,61 ;149.113; R$ 149.949.203,47 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/09/2019; R$ 1.005,21 ;98.170; R$ 98.681.263,28 
Tesouro Prefixado;01/01/2023;01/10/2019; R$ 716,53 ;3.301.273; R$ 2.365.470.347,38 
Tesouro Selic;01/03/2025;01/11/2019; R$ 10.423,01 ;817.638; R$ 8.522.248.064,75 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/12/2019; R$ 919,04 ;211.354; R$ 194.242.824,75 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/08/2019; R$ 880,12 ;223.344; R$ 196.570.224,47 
Tesouro Selic;01/03/2023;01/08/2019; R$ 10.287,82 ;870.598; R$ 8.956.559.225,15 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/10/2019; R$ 5.026,72 ;8.125; R$ 40.842.886,30 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/10/2019; R$ 3.922,09 ;5.268; R$ 20.663.118,74 
Tesouro Prefixado;01/01/2023;01/11/2019; R$ 722,86 ;3.225.320; R$ 2.331.442.620,94 
Tesouro Prefixado;01/01/2020;01/11/2019; R$ 992,75 ;588.193; R$ 583.929.080,72 
Tesouro IPCA+;15/05/2045;01/08/2019; R$ 921,35 ;1.643.728; R$ 1.514.446.499,49 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/08/2019; R$ 3.397,12 ;630.490; R$ 2.141.852.937,49 
Tesouro Prefixado;01/01/2025;01/08/2019; R$ 616,28 ;5.077.641; R$ 3.129.238.180,46 
Tesouro Prefixado;01/01/2020;01/10/2019; R$ 985,55 ;602.468; R$ 593.764.943,89 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/10/2019; R$ 974,47 ;383.004; R$ 373.224.313,75 
Tesouro Prefixado;01/01/2021;01/07/2019; R$ 854,62 ;1.577.173; R$ 1.347.887.159,17 
Tesouro Prefixado;01/01/2022;01/07/2019; R$ 841,08 ;940.331; R$ 790.896.073,42 
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/07/2019; R$ 1.031,24 ;1.010.673; R$ 1.042.247.281,54 
Tesouro IPCA+;15/05/2045;01/07/2019; R$ 907,16 ;1.637.401; R$ 1.485.382.621,99 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/08/2019; R$ 3.246,66 ;477.391; R$ 1.549.928.013,69 
Tesouro IPCA+;15/05/2035;01/08/2019; R$ 1.379,57 ;4.921.099; R$ 6.789.002.614,79 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/08/2019; R$ 3.191,21 ;37.780; R$ 120.564.269,64 
Tesouro IPCA+;15/08/2024;01/08/2019; R$ 2.503,49 ;4.908.107; R$ 12.287.406.760,45 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/08/2019; R$ 3.187,60 ;45.226; R$ 144.163.340,39 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/08/2019; R$ 3.417,37 ;412.795; R$ 1.410.672.433,66 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/08/2019; R$ 3.414,42 ;543.780; R$ 1.856.690.829,80 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/11/2019; R$ 983,15 ;378.426; R$ 372.050.869,21 
Tesouro Prefixado;01/01/2021;01/12/2019; R$ 895,40 ;1.438.628; R$ 1.288.144.252,61 
Tesouro Selic;01/03/2021;01/12/2019; R$ 10.466,87 ;304.563; R$ 3.187.825.349,27 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/07/2019; R$ 3.464,77 ;627.095; R$ 2.172.740.812,59 
Tesouro IPCA+;15/05/2035;01/07/2019; R$ 1.365,40 ;4.920.228; R$ 6.718.090.619,84 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/07/2019; R$ 3.320,09 ;483.600; R$ 1.605.596.030,10 
Tesouro IPCA+;15/08/2024;01/07/2019; R$ 2.485,25 ;4.917.227; R$ 12.220.526.801,62 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/08/2019; R$ 3.960,64 ;5.324; R$ 21.084.860,61 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/08/2019; R$ 4.923,12 ;8.152; R$ 40.133.093,70 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/10/2019; R$ 1.014,99 ;147.885; R$ 150.102.150,89 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/10/2019; R$ 1.015,42 ;97.437; R$ 98.939.624,43 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/06/2011; R$ 2.314,33 ;8.201; R$ 18.978.912,63 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/06/2011; R$ 3.368,99 ;11.781; R$ 39.689.450,22 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/06/2011; R$ 2.147,94 ;8.020; R$ 17.226.917,63 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/07/2011; R$ 2.253,06 ;8.187; R$ 18.446.677,15 
