Tipo Titulo;Vencimento do Titulo;Mes Estoque;PU;Quantidade;Valor Estoque
Tesouro Prefixado;01/01/2021;01/10/2019; R$ 879,53 ;1.496.613; R$ 1.316.315.745,50 
Tesouro Prefixado;01/01/2025;01/11/2019; R$ 640,69 ;5.487.906; R$ 3.516.030.193,25 
Tesouro Selic;01/03/2023;01/12/2019; R$ 10.462,63 ;728.584; R$ 7.622.911.454,69 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/07/2019; R$ 3.955,83 ;5.365; R$ 21.221.419,08 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/07/2019; R$ 4.915,98 ;8.163; R$ 40.127.970,68 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/10/2019; R$ 899,83 ;218.051; R$ 196.209.419,98 
Tesouro Prefixado;01/01/2022;01/12/2019; R$ 874,83 ;1.158.459; R$ 1.013.451.697,54 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/12/2019; R$ 3.523,12 ;639.706; R$ 2.253.764.098,89 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/12/2019; R$ 3.350,28 ;440.016; R$ 1.474.174.714,84 
Tesouro IPCA+;15/05/2035;01/12/2019; R$ 1.443,44 ;4.861.862; R$ 7.017.784.053,13 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/08/2019; R$ 956,92 ;393.872; R$ 376.904.239,32 
Tesouro Prefixado;01/01/2023;01/09/2019; R$ 709,67 ;3.354.757; R$ 2.380.774.940,33 
Tesouro Prefixado;01/01/2020;01/09/2019; R$ 977,73 ;614.228; R$ 600.550.644,92 
Tesouro Prefixado;01/01/2025;01/10/2019; R$ 632,88 ;5.403.816; R$ 3.419.987.646,88 
Tesouro Prefixado;01/01/2022;01/10/2019; R$ 862,03 ;1.084.647; R$ 935.003.267,39 
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/10/2019; R$ 1.084,85 ;1.155.425; R$ 1.253.463.259,54 
Tesouro IPCA+;15/05/2045;01/11/2019; R$ 976,28 ;1.735.764; R$ 1.694.596.046,16 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/11/2019; R$ 3.473,66 ;638.366; R$ 2.217.469.270,43 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/11/2019; R$ 3.961,59 ;5.255; R$ 20.819.733,34 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/11/2019; R$ 5.078,44 ;8.116; R$ 41.217.487,11 
Tesouro Selic;01/03/2021;01/11/2019; R$ 10.429,36 ;314.519; R$ 3.280.232.515,74 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/11/2019; R$ 909,62 ;213.424; R$ 194.134.569,65 
Tesouro IPCA+;15/08/2024;01/12/2019; R$ 2.587,29 ;4.804.014; R$ 12.429.360.966,88 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/12/2019; R$ 3.297,68 ;36.944; R$ 121.830.182,64 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/12/2019; R$ 3.194,72 ;44.291; R$ 141.496.633,72 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/12/2019; R$ 3.700,36 ;490.228; R$ 1.814.023.257,45 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/12/2019; R$ 3.458,56 ;539.977; R$ 1.867.542.267,65 
Tesouro Prefixado;01/01/2020;01/07/2019; R$ 963,28 ;631.506; R$ 608.315.245,98 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/07/2019; R$ 947,67 ;400.913; R$ 379.933.021,03 
Tesouro Prefixado;01/01/2021;01/08/2019; R$ 863,21 ;1.547.349; R$ 1.335.693.175,72 
Tesouro IPCA+;15/05/2045;01/09/2019; R$ 933,85 ;1.673.714; R$ 1.563.000.470,34 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/09/2019; R$ 3.418,41 ;636.391; R$ 2.175.442.200,62 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/09/2019; R$ 3.262,69 ;469.728; R$ 1.532.578.352,17 
Tesouro IPCA+;15/05/2035;01/09/2019; R$ 1.391,17 ;4.952.835; R$ 6.890.224.384,98 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/09/2019; R$ 3.208,04 ;37.542; R$ 120.436.029,58 
Tesouro IPCA+;15/08/2024;01/09/2019; R$ 2.516,84 ;4.895.871; R$ 12.322.113.299,13 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/09/2019; R$ 3.204,03 ;45.072; R$ 144.413.372,55 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/09/2019; R$ 3.450,62 ;417.393; R$ 1.440.265.536,91 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/09/2019; R$ 3.439,67 ;546.075; R$ 1.878.321.122,29 
Tesouro Prefixado;01/01/2022;01/09/2019; R$ 854,76 ;1.044.593; R$ 892.878.488,37 
Tesouro IPCA+;15/05/2045;01/10/2019; R$ 953,73 ;1.728.943; R$ 1.648.949.798,78 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/11/2019; R$ 3.306,87 ;451.192; R$ 1.492.035.087,32 
Tesouro IPCA+;15/05/2035;01/11/2019; R$ 1.421,08 ;4.901.624; R$ 6.965.611.803,87 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/11/2019; R$ 3.253,87 ;37.204; R$ 121.055.576,70 
Tesouro IPCA+;15/08/2024;01/11/2019; R$ 2.552,98 ;4.840.225; R$ 12.357.002.023,11 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/11/2019; R$ 3.152,66 ;44.652; R$ 140.772.411,49 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/11/2019; R$ 3.632,89 ;484.405; R$ 1.759.787.186,65 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/11/2019; R$ 3.408,20 ;542.724; R$ 1.849.713.423,56 
Tesouro Prefixado;01/01/2022;01/11/2019; R$ 868,45 ;1.108.334; R$ 962.531.556,44 
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/11/2019; R$ 1.099,62 ;1.180.974; R$ 1.298.625.859,76 
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/12/2019; R$ 1.110,70 ;1.182.862; R$ 1.313.803.843,06 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/06/2002; R$ 831,92 ;6; R$ 4.658,72 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/06/2002; R$ 786,98 ;178; R$ 139.925,23 
Tesouro IGPM+ com Juros Semestrais;01/12/2006;01/08/2005; R$ 1.824,53 ;136; R$ 248.501,23 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/08/2005; R$ 2.360,33 ;16.143; R$ 38.102.276,81 
Tesouro Prefixado;01/10/2006;01/08/2005; R$ 834,34 ;16.595; R$ 13.845.657,66 
Tesouro Prefixado;01/01/2007;01/08/2005; R$ 800,75 ;18.069; R$ 14.468.838,50 
Tesouro Prefixado;01/04/2006;01/08/2005; R$ 903,60 ;43.148; R$ 38.988.423,11 
Tesouro Prefixado;01/07/2006;01/08/2005; R$ 868,38 ;58.233; R$ 50.568.872,62 
Tesouro Prefixado;01/01/2008;01/08/2005; R$ 685,55 ;5.150; R$ 3.530.744,56 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/08/2005; R$ 1.504,33 ;10.638; R$ 16.002.418,24 
Tesouro Prefixado;01/07/2007;01/08/2005; R$ 744,09 ;13.872; R$ 10.322.010,43 
Tesouro Prefixado;01/10/2005;01/08/2005; R$ 984,72 ;58.670; R$ 57.773.450,61 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/08/2005; R$ 1.470,00 ;14.487; R$ 21.295.644,13 
Tesouro Prefixado;01/01/2006;01/08/2005; R$ 944,25 ;97.069; R$ 91.657.221,83 
Tesouro Prefixado com Juros Semestrais;01/01/2008;01/08/2005; R$ 884,34 ;31.104; R$ 27.506.178,80 
Tesouro IGPM+ com Juros Semestrais;01/04/2008;01/08/2005; R$ 1.747,59 ;14.215; R$ 24.842.681,46 
Tesouro IGPM+ com Juros Semestrais;01/12/2005;01/08/2005; R$ 1.828,47 ;42.355; R$ 77.445.443,02 
Tesouro Selic;18/03/2009;01/08/2005; R$ 2.404,56 ;15.836; R$ 38.079.065,68 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/08/2005; R$ 1.676,81 ;24.894; R$ 41.742.222,04 
Tesouro Selic;18/06/2008;01/08/2005; R$ 2.411,67 ;18.222; R$ 43.946.442,93 
Tesouro Selic;17/01/2007;01/08/2005; R$ 2.410,58 ;31.232; R$ 75.286.721,84 
Tesouro IPCA+ com Juros Semestrais;15/05/2007;01/07/2005; R$ 1.415,03 ;1.009; R$ 1.427.770,14 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/07/2005; R$ 1.062,89 ;2.978; R$ 3.165.714,60 
Tesouro IPCA+ com Juros Semestrais;15/08/2006;01/07/2005; R$ 1.523,24 ;13.830; R$ 21.066.669,68 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/07/2005; R$ 1.276,97 ;2.332; R$ 2.977.633,24 
Tesouro IPCA+ com Juros Semestrais;15/05/2009;01/07/2005; R$ 1.403,94 ;4.732; R$ 6.643.447,93 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/07/2005; R$ 1.174,14 ;6.774; R$ 7.953.841,85 
Tesouro IGPM+ com Juros Semestrais;01/12/2006;01/07/2005; R$ 1.825,69 ;141; R$ 258.151,87 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/07/2005; R$ 2.356,36 ;16.558; R$ 39.015.664,34 
Tesouro Prefixado;01/10/2006;01/07/2005; R$ 823,07 ;9.276; R$ 7.634.923,45 
Tesouro Prefixado;01/01/2007;01/07/2005; R$ 789,07 ;14.567; R$ 11.494.315,84 
Tesouro Prefixado;01/04/2006;01/07/2005; R$ 889,70 ;31.576; R$ 28.093.414,07 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/07/2005; R$ 1.502,81 ;10.643; R$ 15.994.122,67 
Tesouro Prefixado;01/07/2006;01/07/2005; R$ 855,49 ;56.040; R$ 47.941.714,71 
Tesouro Prefixado;01/01/2008;01/07/2005; R$ 676,42 ;401; R$ 271.108,69 
Tesouro Prefixado;01/07/2007;01/07/2005; R$ 734,33 ;11.885; R$ 8.727.372,02 
Tesouro Prefixado;01/10/2005;01/07/2005; R$ 969,66 ;59.751; R$ 57.938.041,81 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/07/2005; R$ 1.468,66 ;14.598; R$ 21.438.965,62 
Tesouro Prefixado;01/01/2006;01/07/2005; R$ 930,17 ;98.697; R$ 91.805.024,59 
Tesouro Prefixado com Juros Semestrais;01/01/2008;01/07/2005; R$ 871,88 ;30.259; R$ 26.382.109,25 
Tesouro IGPM+ com Juros Semestrais;01/04/2008;01/07/2005; R$ 1.745,83 ;14.562; R$ 25.422.465,26 
Tesouro IGPM+ com Juros Semestrais;01/12/2005;01/07/2005; R$ 1.826,05 ;43.606; R$ 79.627.243,67 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/07/2005; R$ 1.675,58 ;26.094; R$ 43.721.991,24 
Tesouro Selic;18/06/2008;01/07/2005; R$ 2.373,30 ;15.959; R$ 37.875.438,21 
Tesouro Selic;17/01/2007;01/07/2005; R$ 2.371,82 ;31.577; R$ 74.896.049,23 
Tesouro Selic;18/03/2009;01/07/2005; R$ 2.367,09 ;12.413; R$ 29.383.221,40 
Tesouro Selic;18/01/2006;01/07/2005; R$ 2.388,91 ;13.775; R$ 32.907.260,96 
Tesouro IGPM+ com Juros Semestrais;01/12/2006;01/12/2004; R$ 1.783,49 ;152; R$ 271.446,47 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/12/2004; R$ 1.017,97 ;903; R$ 919.429,26 
Tesouro IPCA+ com Juros Semestrais;15/08/2006;01/12/2004; R$ 1.451,14 ;9.731; R$ 14.120.748,02 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/12/2004; R$ 1.213,62 ;2.048; R$ 2.485.732,57 
Tesouro IPCA+ com Juros Semestrais;15/05/2009;01/12/2004; R$ 1.330,31 ;3.583; R$ 4.766.775,46 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/12/2004; R$ 1.120,00 ;7.453; R$ 8.346.901,40 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/12/2004; R$ 2.389,99 ;17.874; R$ 42.719.092,32 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/12/2004; R$ 1.504,69 ;9.009; R$ 13.556.355,60 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/12/2004; R$ 1.425,57 ;16.665; R$ 23.757.385,93 
Tesouro Prefixado;01/07/2006;01/12/2004; R$ 780,80 ;3.613; R$ 2.821.189,58 
Tesouro Prefixado;01/10/2005;01/12/2004; R$ 881,19 ;6.651; R$ 5.860.607,68 
Tesouro Prefixado;01/01/2006;01/12/2004; R$ 846,90 ;44.600; R$ 37.772.127,51 
Tesouro Prefixado;04/01/2005;01/12/2004; R$ 998,74 ;24.714; R$ 24.682.773,68 
Tesouro Prefixado;01/04/2005;01/12/2004; R$ 961,89 ;10.945; R$ 10.528.113,30 
Tesouro Prefixado;01/07/2005;01/12/2004; R$ 923,59 ;44.313; R$ 40.926.890,04 
Tesouro IGPM+ com Juros Semestrais;01/07/2005;01/12/2004; R$ 1.817,45 ;1.862; R$ 3.383.737,06 
Tesouro Prefixado com Juros Semestrais;01/01/2008;01/12/2004; R$ 886,75 ;21.746; R$ 19.282.957,37 
Tesouro IGPM+ com Juros Semestrais;01/04/2008;01/12/2004; R$ 1.690,20 ;16.283; R$ 27.522.133,90 
Tesouro IGPM+ com Juros Semestrais;01/12/2005;01/12/2004; R$ 1.761,14 ;50.972; R$ 89.768.318,27 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/12/2004; R$ 1.622,65 ;21.078; R$ 34.202.942,13 
Tesouro Selic;16/02/2005;01/12/2004; R$ 2.159,66 ;8.949; R$ 19.327.689,64 
Tesouro Selic;17/01/2007;01/12/2004; R$ 2.125,21 ;19.416; R$ 41.263.992,14 
Tesouro Selic;18/06/2008;01/12/2004; R$ 2.141,37 ;1.117; R$ 2.392.763,17 
Tesouro Selic;18/03/2009;01/12/2004; R$ 2.143,32 ;3.673; R$ 7.872.416,34 
Tesouro Selic;18/01/2006;01/12/2004; R$ 2.154,12 ;10.841; R$ 23.353.631,91 
Tesouro IPCA+;15/08/2024;01/12/2006; R$ 395,20 ;68.712; R$ 27.154.642,09 
Tesouro IPCA+;15/05/2015;01/12/2006; R$ 787,12 ;46.287; R$ 36.433.309,28 
Tesouro IPCA+ com Juros Semestrais;15/05/2007;01/12/2006; R$ 1.598,82 ;14.037; R$ 22.441.940,63 
Tesouro IPCA+ com Juros Semestrais;15/08/2008;01/12/2006; R$ 1.558,52 ;20.865; R$ 32.518.852,83 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/01/2007; R$ 2.484,92 ;15.875; R$ 39.448.558,73 
Tesouro Prefixado;01/01/2009;01/01/2007; R$ 778,21 ;106.289; R$ 82.715.602,89 
Tesouro Prefixado;01/04/2008;01/01/2007; R$ 870,26 ;15.575; R$ 13.553.939,43 
Tesouro Prefixado;01/01/2008;01/01/2007; R$ 876,68 ;69.667; R$ 61.075.008,02 
Tesouro Prefixado;01/07/2008;01/01/2007; R$ 825,16 ;58.241; R$ 48.058.079,33 
Tesouro Prefixado;01/10/2007;01/01/2007; R$ 917,08 ;38.351; R$ 35.170.664,47 
Tesouro Prefixado;01/04/2007;01/01/2007; R$ 977,23 ;46.097; R$ 45.047.055,31 
Tesouro Prefixado;01/07/2007;01/01/2007; R$ 943,32 ;66.769; R$ 62.984.693,47 
Tesouro Selic;07/03/2012;01/01/2007; R$ 2.993,65 ;4.242; R$ 12.698.445,30 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/01/2007; R$ 1.593,78 ;10.972; R$ 17.487.603,46 
Tesouro IGPM+ com Juros Semestrais;01/04/2008;01/01/2007; R$ 1.883,62 ;8.909; R$ 16.781.580,67 
Tesouro Selic;16/03/2011;01/01/2007; R$ 2.993,58 ;4.175; R$ 12.498.208,28 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/01/2007; R$ 1.550,82 ;10.943; R$ 16.971.243,28 
Tesouro Selic;17/03/2010;01/01/2007; R$ 2.984,72 ;22.144; R$ 66.092.544,34 
Tesouro Selic;18/06/2008;01/01/2007; R$ 2.982,85 ;15.846; R$ 47.266.884,12 
Tesouro Selic;18/03/2009;01/01/2007; R$ 2.983,69 ;40.300; R$ 120.241.596,19 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/01/2007; R$ 1.790,42 ;16.611; R$ 29.740.659,15 
Tesouro IPCA+ com Juros Semestrais;15/08/2010;01/12/2006; R$ 1.474,89 ;14.873; R$ 21.935.489,56 
Tesouro IPCA+ com Juros Semestrais;15/05/2009;01/12/2006; R$ 1.498,08 ;23.439; R$ 35.114.076,50 
Tesouro IPCA+ com Juros Semestrais;15/05/2011;01/12/2006; R$ 1.437,76 ;11.328; R$ 16.286.318,67 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/12/2006; R$ 1.364,43 ;10.409; R$ 14.201.774,24 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/12/2006; R$ 1.246,21 ;1.884; R$ 2.347.852,67 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/12/2006; R$ 1.262,76 ;8.686; R$ 10.967.843,55 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/12/2006; R$ 1.177,10 ;11.681; R$ 13.749.431,86 
Tesouro Prefixado com Juros Semestrais;01/01/2008;01/12/2006; R$ 989,98 ;35.266; R$ 34.912.911,77 
Tesouro Prefixado com Juros Semestrais;01/01/2010;01/12/2006; R$ 941,90 ;19.007; R$ 17.902.327,20 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/01/2008; R$ 1.748,00 ;10.127; R$ 17.702.743,53 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/01/2008; R$ 2.683,04 ;13.733; R$ 36.845.719,59 
Tesouro Prefixado;01/04/2008;01/01/2008; R$ 982,32 ;42.686; R$ 41.931.319,95 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/01/2008; R$ 1.695,97 ;9.904; R$ 16.796.212,22 
Tesouro Prefixado;01/10/2008;01/01/2008; R$ 930,96 ;21.406; R$ 19.927.730,71 
Tesouro Prefixado;01/10/2009;01/01/2008; R$ 830,91 ;42.375; R$ 35.209.767,18 
Tesouro Prefixado;01/01/2009;01/01/2008; R$ 891,75 ;134.553; R$ 119.987.190,89 
Tesouro Prefixado;01/01/2010;01/01/2008; R$ 797,53 ;49.530; R$ 39.501.782,97 
Tesouro Prefixado;01/07/2008;01/01/2008; R$ 950,01 ;81.332; R$ 77.266.122,41 
Tesouro Selic;07/03/2013;01/04/2012; R$ 5.181,52 ;26.690; R$ 138.296.836,95 
Tesouro Selic;07/03/2017;01/04/2012; R$ 5.182,44 ;32.778; R$ 169.872.006,49 
Tesouro Selic;07/03/2014;01/04/2012; R$ 5.182,25 ;20.874; R$ 108.173.178,27 
Tesouro Selic;07/03/2015;01/04/2012; R$ 5.180,36 ;74.928; R$ 388.153.889,13 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/05/2012; R$ 3.479,22 ;11.467; R$ 39.895.562,94 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/05/2012; R$ 2.258,40 ;7.773; R$ 17.554.551,65 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/06/2012; R$ 2.219,23 ;61.648; R$ 136.810.575,88 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/06/2012; R$ 2.139,95 ;71.617; R$ 153.256.701,71 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/06/2012; R$ 2.100,35 ;87.740; R$ 184.284.650,16 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/06/2012; R$ 1.014,00 ;25.868; R$ 26.230.558,20 
Tesouro Prefixado com Juros Semestrais;01/01/2013;01/06/2012; R$ 1.027,52 ;15.094; R$ 15.508.867,09 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/06/2012; R$ 964,19 ;302.054; R$ 291.237.893,98 
Tesouro Prefixado com Juros Semestrais;01/01/2014;01/06/2012; R$ 1.009,98 ;126.405; R$ 127.666.968,68 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/06/2012; R$ 959,63 ;360.230; R$ 345.688.600,35 
Tesouro Selic;07/03/2015;01/06/2012; R$ 5.254,30 ;70.166; R$ 368.672.025,39 
Tesouro Prefixado;01/01/2014;01/05/2012; R$ 837,04 ;415.172; R$ 347.516.032,99 
Tesouro Prefixado;01/01/2016;01/05/2012; R$ 701,35 ;185.042; R$ 129.779.418,90 
Tesouro Prefixado;01/01/2013;01/05/2012; R$ 935,42 ;909.810; R$ 851.057.297,17 
Tesouro Prefixado;01/01/2015;01/05/2012; R$ 750,79 ;623.680; R$ 468.251.221,41 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/04/2012; R$ 2.399,24 ;7.844; R$ 18.819.627,68 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/04/2012; R$ 3.418,60 ;11.560; R$ 39.518.321,26 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/04/2012; R$ 2.219,58 ;7.830; R$ 17.378.836,11 
Tesouro IPCA+;15/05/2035;01/05/2012; R$ 634,02 ;637.388; R$ 404.119.637,05 
Tesouro IPCA+ com Juros Semestrais;15/05/2013;01/05/2012; R$ 2.109,32 ;11.528; R$ 24.315.785,25 
Tesouro IPCA+ com Juros Semestrais;15/08/2012;01/05/2012; R$ 2.184,32 ;153.283; R$ 334.820.700,59 
Tesouro IPCA+;15/05/2015;01/05/2012; R$ 1.782,69 ;947.854; R$ 1.689.734.699,01 
Tesouro IPCA+ com Juros Semestrais;15/05/2017;01/05/2012; R$ 2.173,47 ;96.323; R$ 209.354.754,92 
Tesouro IPCA+;15/08/2024;01/05/2012; R$ 1.024,40 ;647.018; R$ 662.807.274,62 
Tesouro Prefixado;01/01/2018;01/03/2015; R$ 721,40 ;826.681; R$ 596.371.162,07 
Tesouro Prefixado;01/01/2017;01/03/2015; R$ 820,66 ;1.735.565; R$ 1.424.305.107,98 
Tesouro Prefixado;01/01/2016;01/03/2015; R$ 930,75 ;751.698; R$ 699.641.387,14 
Tesouro Selic;01/03/2021;01/03/2015; R$ 6.718,49 ;29.083; R$ 195.394.382,35 
Tesouro Selic;07/03/2017;01/03/2015; R$ 6.723,98 ;304.996; R$ 2.050.788.428,64 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/01/2015; R$ 975,90 ;282.428; R$ 275.621.624,52 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/03/2015; R$ 991,32 ;275.853; R$ 273.459.859,50 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/03/2015; R$ 958,98 ;176.153; R$ 168.927.398,29 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/01/2015; R$ 942,71 ;180.449; R$ 170.111.579,39 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/01/2015; R$ 964,80 ;254.441; R$ 245.484.667,82 
Tesouro Selic;07/03/2015;01/02/2015; R$ 6.655,59 ;43.523; R$ 289.672.759,93 
Tesouro Selic;07/03/2017;01/02/2015; R$ 6.658,28 ;292.125; R$ 1.945.051.842,70 
Tesouro Selic;07/03/2015;01/12/2014; R$ 6.537,17 ;44.588; R$ 291.475.919,72 
Tesouro Selic;07/03/2017;01/12/2014; R$ 6.541,05 ;251.792; R$ 1.646.979.647,95 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/02/2015; R$ 2.943,00 ;6.701; R$ 19.722.462,91 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/02/2015; R$ 2.784,36 ;7.041; R$ 19.605.268,08 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/02/2015; R$ 3.899,52 ;10.335; R$ 40.302.339,16 
Tesouro IPCA+;15/05/2019;01/12/2014; R$ 1.973,19 ;702.179; R$ 1.385.534.044,57 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/01/2015; R$ 2.917,46 ;6.710; R$ 19.575.251,35 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/01/2015; R$ 2.760,09 ;7.062; R$ 19.491.997,53 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/01/2015; R$ 3.864,78 ;10.340; R$ 39.961.089,30 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/03/2015; R$ 982,97 ;250.254; R$ 245.992.392,85 
Tesouro Prefixado;01/01/2018;01/01/2015; R$ 711,29 ;648.151; R$ 461.023.965,85 
Tesouro Prefixado;01/01/2017;01/01/2015; R$ 807,54 ;1.651.571; R$ 1.333.710.115,90 
Tesouro Prefixado;01/01/2016;01/01/2015; R$ 917,15 ;772.816; R$ 708.785.787,12 
Tesouro IPCA+;15/05/2019;01/02/2015; R$ 2.029,74 ;804.226; R$ 1.632.374.153,81 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/06/2015; R$ 4.139,62 ;10.313; R$ 42.690.894,90 
Tesouro IPCA+ com Juros Semestrais;15/05/2017;01/06/2015; R$ 2.686,55 ;68.159; R$ 183.112.022,53 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/06/2015; R$ 2.857,69 ;6.998; R$ 19.998.956,77 
Tesouro IPCA+;15/05/2035;01/08/2015; R$ 923,66 ;2.145.222; R$ 1.981.459.741,25 
Tesouro IPCA+;15/05/2019;01/06/2015; R$ 2.114,58 ;1.832.245; R$ 3.874.432.230,41 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/06/2015; R$ 2.649,89 ;52.748; R$ 139.775.461,26 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/07/2015; R$ 2.623,43 ;61.781; R$ 162.079.310,93 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/07/2015; R$ 2.683,89 ;52.461; R$ 140.800.317,20 
Tesouro Prefixado;01/01/2018;01/07/2015; R$ 747,45 ;1.447.583; R$ 1.081.996.637,14 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/06/2015; R$ 2.590,47 ;61.881; R$ 160.300.292,69 
Tesouro Prefixado;01/01/2017;01/06/2015; R$ 843,39 ;1.666.516; R$ 1.405.519.724,01 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/06/2015; R$ 2.881,41 ;146.213; R$ 421.299.500,26 
Tesouro Prefixado;01/01/2017;01/07/2015; R$ 852,12 ;1.644.443; R$ 1.401.267.082,65 
Tesouro IPCA+;15/08/2026;01/03/2020; R$ 2.672,80 ;170.763; R$ 456.413.997,22 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/05/2020; R$ 4.201,76 ;4.883; R$ 20.518.803,68 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/05/2020; R$ 5.300,08 ;8.057; R$ 42.704.659,40 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/06/2020; R$ 4.293,53 ;4.878; R$ 20.943.302,58 
Tesouro Prefixado;01/01/2026;01/06/2020; R$ 684,46 ;1.377.463; R$ 942.816.155,72 
Tesouro IPCA+;15/08/2026;01/06/2020; R$ 2.693,85 ;358.297; R$ 965.197.538,52 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/12/2019; R$ 991,50 ;374.040; R$ 370.861.063,58 
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/01/2020; R$ 1.073,12 ;1.162.523; R$ 1.247.531.793,19 
